file                                                     format  type     num_seqs         sum_len  min_len  avg_len  max_len   Q1   Q2   Q3  sum_gap  N50  Q20(%)  Q30(%)
LV7001884294-LV7001308349-CGG3-017627_S51.cleaned.fq.gz  FASTQ   DNA    69,327,453   5,145,384,712       30     74.2      194   41   68  101        0  101   92.32   88.48
LV7001884295-LV7001308328-CGG3-017621_S43.cleaned.fq.gz  FASTQ   DNA    57,047,730   3,676,242,994       30     64.4      194   37   52   96        0   85   90.52   86.62
LV7001884296-LV7001308294-CGG3-016660_S35.cleaned.fq.gz  FASTQ   DNA   107,615,161   9,856,964,429       30     91.6      194   62  101  101        0  101   96.19   92.12
LV7001884297-LV7001308313-CGG3-016647_S27.cleaned.fq.gz  FASTQ   DNA    94,996,657   9,002,524,347       30     94.8      194   75  101  101        0  101   93.07   88.03
LV7001884298-LV7001308312-CGG3-016617_S19.cleaned.fq.gz  FASTQ   DNA    35,987,685   1,823,507,538       30     50.7      194   34   41   57        0   50   85.62   81.87
LV7001884299-LV7001308219-CGG3-017431_S11.cleaned.fq.gz  FASTQ   DNA    79,060,799   7,131,738,015       30     90.2      194   60  101  101        0  101   95.06   90.75
LV7001884300-LV7001308198-CGG3-017399_S3.cleaned.fq.gz   FASTQ   DNA    93,465,691   8,672,927,411       30     92.8      194   61  101  101        0  101   97.92   94.88
LV7001884301-LV7001308348-CGG3-017668_S92.cleaned.fq.gz  FASTQ   DNA    77,294,360   5,529,004,150       30     71.5      194   38   57  101        0  101   98.11   95.57
LV7001884302-LV7001308378-CGG3-017660_S84.cleaned.fq.gz  FASTQ   DNA    42,826,211   4,076,297,360       30     95.2      194   68  101  101        0  101   91.69   86.54
LV7001884303-LV7001308361-CGG3-017652_S76.cleaned.fq.gz  FASTQ   DNA    35,006,350   3,140,309,369       30     89.7      194   58  101  101        0  101   95.23   91.63
LV7001884304-LV7001308344-CGG3-017644_S68.cleaned.fq.gz  FASTQ   DNA    78,217,976   6,863,568,224       30     87.7      194   57  101  101        0  101   94.12   89.83
LV7001884305-LV7001308374-CGG3-017636_S60.cleaned.fq.gz  FASTQ   DNA    48,587,211   3,493,634,067       30     71.9      194   39   63  101        0  101   91.81   87.92
LV7001884306-LV7001308357-CGG3-017628_S52.cleaned.fq.gz  FASTQ   DNA    64,556,602   4,861,073,928       30     75.3      194   41   73  101        0  101   91.56   87.36
LV7001884307-LV7001308329-CGG3-017622_S44.cleaned.fq.gz  FASTQ   DNA    53,234,586   3,156,364,977       30     59.3      194   36   48   79        0   69   89.61   85.95
LV7001884308-LV7001308292-CGG3-016662_S36.cleaned.fq.gz  FASTQ   DNA    96,720,927   8,564,921,365       30     88.6      194   58  101  101        0  101   94.79   90.43
LV7001884309-LV7001308303-CGG3-016649_S28.cleaned.fq.gz  FASTQ   DNA    90,725,147   8,548,215,084       30     94.2      194   70  101  101        0  101   95.65   91.25
LV7001884310-LV7001308327-CGG3-016628_S20.cleaned.fq.gz  FASTQ   DNA    67,651,317   4,991,394,204       30     73.8      194   41   67  101        0  101   91.09   87.11
LV7001884311-LV7001308298-CGG3-017442_S12.cleaned.fq.gz  FASTQ   DNA    67,439,384   6,066,530,542       30       90      194   59  101  101        0  101   96.38   92.41
LV7001884312-LV7001308222-CGG3-017402_S4.cleaned.fq.gz   FASTQ   DNA    97,887,765   9,244,996,219       30     94.4      194   67  101  101        0  101    97.5   93.81
LV7001884338-LV7001308339-CGG3-017661_S85.cleaned.fq.gz  FASTQ   DNA    55,624,579   5,370,609,627       30     96.6      194   80  101  101        0  101   89.12   82.93
LV7001884339-LV7001308369-CGG3-017653_S77.cleaned.fq.gz  FASTQ   DNA    30,881,488   2,785,742,250       30     90.2      194   59  101  101        0  101   95.12   91.31
LV7001884340-LV7001308352-CGG3-017645_S69.cleaned.fq.gz  FASTQ   DNA    58,027,772   4,131,485,674       30     71.2      194   44   63   96        0   84    98.9    97.4
LV7001884341-LV7001308335-CGG3-017637_S61.cleaned.fq.gz  FASTQ   DNA    66,183,794   4,671,006,700       30     70.6      194   39   60  101        0  100   94.45    91.2
LV7001884342-LV7001308365-CGG3-017629_S53.cleaned.fq.gz  FASTQ   DNA    69,102,258   4,857,038,616       30     70.3      194   39   60  101        0   97   91.86   88.17
LV7001884343-LV7001308305-CGG3-017623_S45.cleaned.fq.gz  FASTQ   DNA    58,964,410   3,792,487,272       30     64.3      194   37   53   93        0   82   90.12   86.51
LV7001884344-LV7001308300-CGG3-016664_S37.cleaned.fq.gz  FASTQ   DNA    71,657,870   5,684,642,597       30     79.3      194   49   77  101        0  101   93.72   89.69
LV7001884345-LV7001308323-CGG3-016651_S29.cleaned.fq.gz  FASTQ   DNA    67,145,270   6,188,928,464       30     92.2      194   65  101  101        0  101   94.76   90.37
LV7001884346-LV7001308319-CGG3-016635_S21.cleaned.fq.gz  FASTQ   DNA    75,535,935   6,091,758,596       30     80.6      194   45   88  101        0  101   92.32      88
LV7001884347-LV7001308322-CGG3-017453_S13.cleaned.fq.gz  FASTQ   DNA    64,093,689   5,813,674,201       30     90.7      194   61  101  101        0  101   93.13   88.39
LV7001884348-LV7001308199-CGG3-017405_S5.cleaned.fq.gz   FASTQ   DNA   101,531,633   9,665,007,574       30     95.2      194   72  101  101        0  101   96.89   92.74
LV7001884349-LV7001308364-CGG3-017670_S94.cleaned.fq.gz  FASTQ   DNA    76,460,379   6,268,485,863       30       82      194   48   86  101        0  101   93.87   89.95
LV7001884350-LV7001308347-CGG3-017662_S86.cleaned.fq.gz  FASTQ   DNA    63,126,219   5,672,950,557       30     89.9      194   56  101  101        0  101   92.49   87.61
LV7001884351-LV7001308377-CGG3-017654_S78.cleaned.fq.gz  FASTQ   DNA    76,545,908   7,002,773,147       30     91.5      194   58  101  102        0  101   98.09   95.25
LV7001884352-LV7001308360-CGG3-017646_S70.cleaned.fq.gz  FASTQ   DNA    66,329,965   4,773,309,749       30       72      194   45   64   97        0   85   98.85   97.37
LV7001884353-LV7001308343-CGG3-017638_S62.cleaned.fq.gz  FASTQ   DNA    69,181,434   4,689,139,435       30     67.8      194   41   57   93        0   81   98.85   97.16
LV7001884354-LV7001308373-CGG3-017630_S54.cleaned.fq.gz  FASTQ   DNA    68,143,885   4,523,204,427       30     66.4      194   37   54  101        0   90   93.07   89.81
LV7001884355-LV7001308297-CGG3-017624_S46.cleaned.fq.gz  FASTQ   DNA    61,813,741   4,195,983,520       30     67.9      194   38   56  101        0   93    90.3   86.46
LV7001884356-LV7001308306-CGG3-016666_S38.cleaned.fq.gz  FASTQ   DNA    83,474,168   7,533,760,753       30     90.3      194   61  101  101        0  101   93.95    89.3
LV7001884357-LV7001308314-CGG3-016652_S30.cleaned.fq.gz  FASTQ   DNA    77,354,390   7,346,527,727       30       95      194   69  101  101        0  101   96.72   92.93
LV7001884358-LV7001308318-CGG3-016637_S22.cleaned.fq.gz  FASTQ   DNA    69,928,877   5,129,927,605       30     73.4      194   40   66  101        0  101   91.47   87.63
LV7001884359-LV7001308281-CGG3-017464_S14.cleaned.fq.gz  FASTQ   DNA    83,075,942   6,374,271,740       30     76.7      194   41   70  101        0  101   97.94   95.03
LV7001884360-LV7001308223-CGG3-017408_S6.cleaned.fq.gz   FASTQ   DNA   107,215,313  10,309,510,444       30     96.2      194   74  101  101        0  101   97.57   93.81
LV7001884361-LibPTC22101201-LibPTC_S95.cleaned.fq.gz     FASTQ   DNA        11,218         607,147       30     54.1      192   36   45   62        0   55   99.58   98.91
LV7001884362-LV7001308355-CGG3-017663_S87.cleaned.fq.gz  FASTQ   DNA    61,056,550   5,320,175,662       30     87.1      194   51  101  101        0  101   91.43   86.39
LV7001884363-LV7001308338-CGG3-017655_S79.cleaned.fq.gz  FASTQ   DNA    85,056,601   8,254,179,535       30       97      194   70  101  106        0  101   97.63   94.21
LV7001884364-LV7001308368-CGG3-017647_S71.cleaned.fq.gz  FASTQ   DNA    77,681,238   6,867,562,384       30     88.4      194   57   95  101        0  101    98.4   95.86
LV7001884365-LV7001308351-CGG3-017639_S63.cleaned.fq.gz  FASTQ   DNA    57,403,061   3,345,185,440       30     58.3      194   37   49   73        0   64   90.49   87.69
LV7001884366-LV7001308334-CGG3-017631_S55.cleaned.fq.gz  FASTQ   DNA    58,719,129   3,970,452,832       30     67.6      194   38   56  101        0   93   90.04   86.02
LV7001884367-ExrPTC22101201-ExrPTC_S47.cleaned.fq.gz     FASTQ   DNA       168,663       9,242,614       30     54.8      194   36   46   64        0   57   99.37   98.56
LV7001884368-LV7001308240-CGG3-016668_S39.cleaned.fq.gz  FASTQ   DNA    87,516,253   7,883,785,616       30     90.1      194   61  101  101        0  101   93.92   89.17
LV7001884369-LV7001308304-CGG3-016653_S31.cleaned.fq.gz  FASTQ   DNA    95,766,455   9,144,193,858       30     95.5      194   72  101  101        0  101   96.27   92.26
LV7001884370-LV7001308299-CGG3-016639_S23.cleaned.fq.gz  FASTQ   DNA    76,939,867   5,958,276,441       30     77.4      194   43   77  101        0  101   92.86   88.92
LV7001884371-LV7001308275-CGG3-017475_S15.cleaned.fq.gz  FASTQ   DNA    79,244,738   6,941,763,509       30     87.6      194   53  101  101        0  101   97.36   93.91
LV7001884372-LV7001308200-CGG3-017411_S7.cleaned.fq.gz   FASTQ   DNA   108,232,612  10,455,296,634       30     96.6      194   75  101  101        0  101   97.48   93.66
LV7001884374-LV7001308363-CGG3-017664_S88.cleaned.fq.gz  FASTQ   DNA    49,000,359   4,094,644,113       30     83.6      194   45   97  101        0  101   87.12   81.19
LV7001884375-LV7001308346-CGG3-017656_S80.cleaned.fq.gz  FASTQ   DNA    82,790,486   7,915,105,645       30     95.6      194   66  101  105        0  101   97.59   94.14
LV7001884376-LV7001308376-CGG3-017648_S72.cleaned.fq.gz  FASTQ   DNA    67,308,967   4,889,531,045       30     72.6      194   45   65   97        0   85   99.19   97.97
LV7001884377-LV7001308359-CGG3-017640_S64.cleaned.fq.gz  FASTQ   DNA    49,311,517   3,125,521,630       30     63.4      194   38   52   88        0   77   90.74   87.54
LV7001884378-LV7001308342-CGG3-017632_S56.cleaned.fq.gz  FASTQ   DNA    57,304,477   3,898,236,118       30       68      194   38   56  101        0   95   91.26   87.38
LV7001884379-ExrNTC22101201-ExrNTC_S48.cleaned.fq.gz     FASTQ   DNA       410,933      49,669,620       30    120.9      194  101  101  148        0  118   95.34   90.06
LV7001884380-LV7001308256-CGG3-016670_S40.cleaned.fq.gz  FASTQ   DNA    82,526,629   7,529,029,985       30     91.2      194   64  101  101        0  101    93.8    88.9
LV7001884381-LV7001308315-CGG3-016654_S32.cleaned.fq.gz  FASTQ   DNA    77,048,301   7,477,054,820       30       97      194   83  101  101        0  101   93.18   88.09
LV7001884382-LV7001308321-CGG3-016641_S24.cleaned.fq.gz  FASTQ   DNA    67,905,862   5,407,293,961       30     79.6      194   44   83  101        0  101   92.77   88.75
LV7001884383-LV7000631925-CGG3-017486_S16.cleaned.fq.gz  FASTQ   DNA    73,692,720   6,974,584,509       30     94.6      194   77  101  101        0  101   92.93   87.59
LV7001884384-LV7001308224-CGG3-017414_S8.cleaned.fq.gz   FASTQ   DNA    80,083,861   7,213,475,167       30     90.1      194   59  101  101        0  101   95.29   91.32
LV7001897371-LV7001308356-CGG3-017669_S93.cleaned.fq.gz  FASTQ   DNA    57,510,368   4,207,403,008       30     73.2      194   39   64  101        0  101   91.82   87.52
LV7001897408-LV7001308337-CGG3-017649_S73.cleaned.fq.gz  FASTQ   DNA    65,423,332   5,298,756,298       30       81      194   48   80  101        0  101   94.36   91.01
